"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TROW","T. Rowe Price Group, Inc.","109.59","$25.92B","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","1.87","$82.91M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"DATA","Tableau Software, Inc.","171.89","$15.01B","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/data",
"TRHC","Tabula Rasa HealthCare, Inc.","53.7","$1.18B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","56.04","$1.05B","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TLRD","Tailored Brands, Inc.","5.37","$271.29M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/tlrd",
"TAIT","Taitron Components Incorporated","3.23","$18.41M","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/tait",
"TWN","Taiwan Fund, Inc. (The)","17.09","$135.56M","1986","n/a","n/a","https://www.nasdaq.com/symbol/twn",
"TLC","Taiwan Liposome Company, Ltd.","5.301","$169.75M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","40.51","$210.09B","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsm",
"TAK","Takeda Pharmaceutical Company Limited","17.66","$54.8B","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tak",
"TTWO","Take-Two Interactive Software, Inc.","111.54","$12.55B","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TKAT","Takung Art Co., Ltd.","0.82","$9.23M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/tkat",
"TAL","TAL Education Group","37.98","$22.45B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tal",
"TLND","Talend S.A.","40.13","$1.22B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TGE","Tallgrass Energy, LP","21.04","$5.92B","2015","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/tge",
"TALO.WS","Talos Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/talo.ws",
"TALO","Talos Energy, Inc.","23.49","$1.27B","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/talo",
"TNDM","Tandem Diabetes Care, Inc.","67.64","$3.93B","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","5.82","$52M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"SKT","Tanger Factory Outlet Centers, Inc.","16.17","$1.52B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/skt",
"TANH","Tantech Holdings Ltd.","1.51","$43.57M","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",
"TRX","Tanzanian Gold Corporation","0.7409","$102.25M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/trx",
"TAOP","Taoping Inc.","0.7688","$32.11M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",
"TPR","Tapestry, Inc.","30.88","$8.96B","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tpr",
"TEDU","Tarena International, Inc.","2.465","$130.84M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",
"NGLS^A","Targa Resources Partners LP","27.01","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","38.56","$8.96B","2010","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","86.21","$44.17B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tgt",
"TH","Target Hospitality Corp.","9.74","$1.02B","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/th",
"THWWW","Target Hospitality Corp.","2.373","n/a","2018","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/thwww",
"TARO","Taro Pharmaceutical Industries Ltd.","86.64","$3.38B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/taro",
"TRNX","Taronis Technologies, Inc.","0.2974","$9.05M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trnx",
"TGB","Taseko Mines Limited","0.55","$135.28M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/tgb",
"TATT","TAT Technologies Ltd.","5.7386","$52.5M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TTM","Tata Motors Ltd","11.49","$7.8B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","42.7","$2.61B","1992","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","25.34","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","25.89","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tco^k",
"TAYD","Taylor Devices, Inc.","10.83","$37.61M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd",
"TMHC","Taylor Morrison Home Corporation","20.51","$2.16B","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/tmhc",
"TRP","TC Energy Corporation","49.96","$46.14B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/trp",
"TCP","TC PipeLines, LP","36.74","$2.69B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/tcp",
"TCF","TCF Financial Corporation","19.87","$3.26B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcf",
"TCF^D","TCF Financial Corporation","25.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tcf^d",
"CGBD","TCG BDC, Inc.","15.3","$927.39M","2017","n/a","n/a","https://www.nasdaq.com/symbol/cgbd",
"TCRR","TCR2 Therapeutics Inc.","15.59","$373.22M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcrr",
"TSI","TCW Strategic Income Fund, Inc.","5.71","$272.29M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tsi",
"AMTD","TD Ameritrade Holding Corporation","49.42","$27.34B","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd",
"PETZ","TDH Holdings, Inc.","0.945","$11.83M","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"TEL","TE Connectivity Ltd.","95.94","$32.36B","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/tel",
"TISI","Team, Inc.","14.93","$451.6M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tisi",
"TECD","Tech Data Corporation","101.4","$3.7B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","3.6281","$6.71M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",
"FTI","TechnipFMC plc","24.76","$11.07B","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/fti",
"TTGT","TechTarget, Inc.","20.66","$570.13M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt",
"TECK","Teck Resources Ltd","22.86","$12.69B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/teck",
